fingerprint_resets_at_utc,plan,events,files,first,last,min_pct,max_pct,delta_pct,tokens_total,tokens_input,tokens_cached_input,tokens_output,pct_per_100M_total_tokens,pct_per_1M_uncached_plus_output
2026-09-30T08:20Z,,8,1,2026-09-23T08:20:04.858Z,2026-09-23T08:21:06.247Z,0.0,0.0,0.0,1087991,1087292,1079808,699,,
2026-09-30T08:21Z,,7,1,2026-09-23T08:21:10.365Z,2026-09-23T08:21:59.619Z,0.0,0.0,0.0,991778,991235,985344,543,,
2026-09-30T08:22Z,,7,1,2026-09-23T08:22:09.418Z,2026-09-23T08:23:04.463Z,0.0,0.0,0.0,1029958,1029282,1022080,676,,
2026-09-30T08:23Z,,7,1,2026-09-23T08:23:10.361Z,2026-09-23T08:24:00.127Z,0.0,0.0,0.0,1066718,1066173,1060224,545,,
2026-09-30T08:24Z,,8,1,2026-09-23T08:24:08.959Z,2026-09-23T08:25:01.973Z,0.0,0.0,0.0,1265380,1264685,1256960,695,,
2026-09-30T08:25Z,,7,1,2026-09-23T08:25:12.341Z,2026-09-23T08:26:00.590Z,0.0,0.0,0.0,1147697,1147023,1139840,674,,
2026-09-30T08:26Z,,8,1,2026-09-23T08:26:05.509Z,2026-09-23T08:27:07.607Z,0.0,0.0,0.0,1357101,1356406,1348992,695,,
2026-09-30T08:27Z,,7,1,2026-09-23T08:27:11.137Z,2026-09-23T08:28:01.414Z,0.0,0.0,0.0,1227242,1226698,1220608,544,,
2026-09-30T08:28Z,,7,1,2026-09-23T08:28:12.285Z,2026-09-23T08:29:02.681Z,0.0,0.0,0.0,1265419,1264745,1257600,674,,
2026-09-30T08:29Z,,8,1,2026-09-23T08:29:07.401Z,2026-09-23T08:30:05.627Z,0.0,0.0,0.0,1491651,1490958,1483264,693,,
2026-09-30T08:30Z,,7,1,2026-09-23T08:30:10.872Z,2026-09-23T08:30:58.405Z,0.0,0.0,0.0,1344968,1344421,1338496,547,,
2026-09-30T08:31Z,,8,1,2026-09-23T08:31:09.874Z,2026-09-23T08:32:02.351Z,0.0,0.0,0.0,1583406,1582708,1575296,698,,
2026-09-30T08:32Z,,7,1,2026-09-23T08:32:13.911Z,2026-09-23T08:33:01.680Z,0.0,0.0,0.0,1425993,1425318,1418112,675,,
2026-09-30T08:33Z,,6,1,2026-09-23T08:33:08.644Z,2026-09-23T08:34:07.936Z,0.0,0.0,0.0,1251768,1251251,1245568,517,,
2026-09-30T08:34Z,,6,1,2026-09-23T08:34:13.001Z,2026-09-23T08:35:01.870Z,0.0,0.0,0.0,1279263,1278743,1272960,520,,
2026-09-30T08:35Z,,6,1,2026-09-23T08:35:08.526Z,2026-09-23T08:36:01.884Z,0.0,0.0,0.0,1306776,1306255,1300608,521,,
2026-09-30T08:36Z,,6,1,2026-09-23T08:36:08.118Z,2026-09-23T08:36:57.113Z,0.0,0.0,0.0,1334292,1333773,1328256,519,,
2026-09-30T08:37Z,,6,1,2026-09-23T08:37:05.210Z,2026-09-23T08:37:58.115Z,0.0,0.0,0.0,1362191,1361647,1355776,544,,
2026-09-30T08:38Z,,7,1,2026-09-23T08:38:06.214Z,2026-09-23T08:39:01.821Z,0.0,0.0,0.0,1623849,1623310,1617152,539,,
2026-09-30T08:39Z,,6,1,2026-09-23T08:39:14.658Z,2026-09-23T08:40:03.163Z,0.0,0.0,0.0,1421942,1421429,1415808,513,,
2026-09-30T08:40Z,,6,1,2026-09-23T08:40:14.268Z,2026-09-23T08:41:03.878Z,0.0,0.0,0.0,1449430,1448914,1443328,516,,
2026-09-30T08:41Z,,4,1,2026-09-23T08:41:13.538Z,2026-09-23T08:42:30.403Z,0.0,0.0,0.0,735383,735060,731648,323,,
2026-09-30T08:42Z,,4,1,2026-09-23T08:42:43.156Z,2026-09-23T08:43:02.179Z,0.0,0.0,0.0,124124,123728,119808,396,,
2026-09-30T08:43Z,,8,1,2026-09-23T08:43:12.731Z,2026-09-23T08:43:58.765Z,0.0,0.0,0.0,285340,284584,276992,756,,
2026-09-30T08:44Z,,9,1,2026-09-23T08:44:11.497Z,2026-09-23T08:45:04.802Z,0.0,0.0,0.0,380472,379554,370432,918,,
2026-09-30T08:45Z,,8,1,2026-09-23T08:45:10.639Z,2026-09-23T08:46:05.171Z,0.0,0.0,0.0,391173,390314,382592,859,,
2026-09-30T08:46Z,,8,1,2026-09-23T08:46:08.169Z,2026-09-23T08:47:02.031Z,0.0,0.0,0.0,440350,439644,432128,706,,
2026-09-30T08:47Z,,9,1,2026-09-23T08:47:08.288Z,2026-09-23T08:48:01.124Z,0.0,0.0,0.0,553562,552846,544896,716,,
2026-09-30T08:48Z,,7,1,2026-09-23T08:48:10.992Z,2026-09-23T08:48:58.009Z,0.0,0.0,0.0,474005,473322,466048,683,,
2026-09-30T08:49Z,,8,1,2026-09-23T08:49:04.212Z,2026-09-23T08:49:57.202Z,0.0,0.0,0.0,587233,586522,579072,711,,
2026-09-30T08:50Z,,9,1,2026-09-23T08:50:04.643Z,2026-09-23T08:51:00.258Z,0.0,0.0,0.0,718866,718155,710400,711,,
2026-09-30T08:51Z,,9,1,2026-09-23T08:51:11.521Z,2026-09-23T08:52:07.695Z,0.0,0.0,0.0,781442,780604,771584,838,,
2026-09-30T08:52Z,,7,1,2026-09-23T08:52:12.499Z,2026-09-23T08:53:03.709Z,0.0,0.0,0.0,649878,649344,643200,534,,
2026-09-30T08:53Z,,7,1,2026-09-23T08:53:13.764Z,2026-09-23T08:54:04.758Z,0.0,0.0,0.0,687999,687331,680192,668,,
2026-09-30T08:54Z,,8,1,2026-09-23T08:54:14.219Z,2026-09-23T08:55:04.265Z,0.0,0.0,0.0,831689,831002,823552,687,,
2026-09-30T08:55Z,,7,1,2026-09-23T08:55:08.273Z,2026-09-23T08:55:59.909Z,0.0,0.0,0.0,767414,766883,760832,531,,
2026-09-30T08:56Z,,9,1,2026-09-23T08:56:08.949Z,2026-09-23T08:57:05.056Z,0.0,0.0,0.0,1042449,1041613,1032448,836,,
2026-09-30T08:57Z,,8,1,2026-09-23T08:57:09.677Z,2026-09-23T08:58:05.737Z,0.0,0.0,0.0,978216,977522,970112,694,,
2026-09-30T08:58Z,,9,1,2026-09-23T08:58:10.500Z,2026-09-23T08:59:01.958Z,0.0,0.0,0.0,1158539,1157834,1149952,705,,
2026-09-30T08:59Z,,8,1,2026-09-23T08:59:11.824Z,2026-09-23T09:00:03.369Z,0.0,0.0,0.0,1082036,1081350,1073664,686,,
2026-09-30T09:00Z,,8,1,2026-09-23T09:00:14.585Z,2026-09-23T09:01:00.082Z,0.0,0.0,0.0,1130882,1130194,1122816,688,,
2026-09-30T09:01Z,,7,1,2026-09-23T09:01:09.165Z,2026-09-23T09:02:07.598Z,0.0,0.0,0.0,1029973,1029308,1022080,665,,
2026-09-30T09:02Z,,6,1,2026-09-23T09:02:13.794Z,2026-09-23T09:03:03.135Z,0.0,0.0,0.0,912295,911781,906112,514,,
2026-09-30T09:03Z,,8,1,2026-09-23T09:03:08.978Z,2026-09-23T09:04:07.372Z,0.0,0.0,0.0,1259136,1258448,1250816,688,,
2026-09-30T09:04Z,,6,1,2026-09-23T09:04:12.439Z,2026-09-23T09:04:58.930Z,0.0,0.0,0.0,976433,975917,970368,516,,
2026-09-30T09:05Z,,8,1,2026-09-23T09:05:07.755Z,2026-09-23T09:06:01.231Z,0.0,0.0,0.0,1344599,1343920,1336448,679,,
2026-09-30T09:06Z,,8,1,2026-09-23T09:06:05.987Z,2026-09-23T09:06:59.327Z,0.0,0.0,0.0,1393411,1392732,1385088,679,,
2026-09-30T09:07Z,,7,1,2026-09-23T09:07:08.277Z,2026-09-23T09:07:56.788Z,0.0,0.0,0.0,1258913,1258379,1252480,534,,
2026-09-30T09:08Z,,7,1,2026-09-23T09:08:12.896Z,2026-09-23T09:09:04.739Z,0.0,0.0,0.0,1297016,1296356,1289216,660,,
2026-09-30T09:09Z,,7,1,2026-09-23T09:09:09.079Z,2026-09-23T09:10:05.114Z,0.0,0.0,0.0,1333658,1333127,1327104,531,,
2026-09-30T09:10Z,,7,1,2026-09-23T09:10:20.378Z,2026-09-23T09:11:05.869Z,0.0,0.0,0.0,1371717,1371060,1363840,657,,
2026-09-30T09:11Z,,6,1,2026-09-23T09:11:16.901Z,2026-09-23T09:12:08.956Z,0.0,0.0,0.0,1205180,1204671,1199104,509,,
2026-09-30T09:12Z,,7,1,2026-09-23T09:12:14.560Z,2026-09-23T09:13:04.150Z,0.0,0.0,0.0,1440399,1439864,1433856,535,,
2026-09-30T09:13Z,,7,1,2026-09-23T09:13:17.448Z,2026-09-23T09:14:10.160Z,0.0,0.0,0.0,1478473,1477815,1470592,658,,
2026-09-30T09:14Z,,6,1,2026-09-23T09:14:15.592Z,2026-09-23T09:14:58.836Z,0.0,0.0,0.0,1296688,1296179,1290624,509,,
2026-09-30T09:15Z,,6,1,2026-09-23T09:15:08.440Z,2026-09-23T09:16:00.518Z,0.0,0.0,0.0,1324129,1323623,1318016,506,,
2026-09-30T09:16Z,,8,1,2026-09-23T09:16:05.538Z,2026-09-23T09:17:08.800Z,0.0,0.0,0.0,1808171,1807494,1799808,677,,
2026-09-30T09:17Z,,5,1,2026-09-23T09:17:17.543Z,2026-09-23T09:18:03.184Z,0.0,0.0,0.0,1154531,1154168,1150080,363,,
2026-09-30T09:18Z,,5,1,2026-09-23T09:18:18.760Z,2026-09-23T09:19:02.142Z,0.0,0.0,0.0,1174302,1173815,1168640,487,,
2026-09-30T09:19Z,,7,1,2026-09-23T09:19:08.086Z,2026-09-23T09:20:05.530Z,0.0,0.0,0.0,1675186,1674656,1668608,530,,
2026-09-30T09:20Z,,6,1,2026-09-23T09:20:17.303Z,2026-09-23T09:21:44.318Z,0.0,0.0,0.0,1220038,1219554,1214208,484,,
2026-09-30T09:21Z,,2,1,2026-09-23T09:21:58.894Z,2026-09-23T09:22:09.263Z,0.0,0.0,0.0,61090,60551,58240,539,,
2026-09-30T09:22Z,,9,1,2026-09-23T09:22:14.057Z,2026-09-23T09:23:00.476Z,0.0,0.0,0.0,308215,307436,299264,779,,
2026-09-30T09:23Z,,9,1,2026-09-23T09:23:09.094Z,2026-09-23T09:24:03.994Z,0.0,0.0,0.0,371046,370183,360832,863,,
2026-09-30T09:24Z,,9,1,2026-09-23T09:24:08.609Z,2026-09-23T09:25:00.464Z,0.0,0.0,0.0,432316,431602,423680,714,,
2026-09-30T09:25Z,,10,1,2026-09-23T09:25:08.082Z,2026-09-23T09:25:59.014Z,0.0,0.0,0.0,553332,552465,543104,867,,
2026-09-30T09:26Z,,11,1,2026-09-23T09:26:08.715Z,2026-09-23T09:27:04.538Z,0.0,0.0,0.0,697795,696736,685824,1059,,
2026-09-30T09:27Z,,10,1,2026-09-23T09:27:09.536Z,2026-09-23T09:28:06.399Z,0.0,0.0,0.0,714181,713321,703872,860,,
2026-09-30T09:28Z,,8,1,2026-09-23T09:28:12.780Z,2026-09-23T09:29:02.048Z,0.0,0.0,0.0,626345,625650,617984,695,,
2026-09-30T09:29Z,,9,1,2026-09-23T09:29:05.844Z,2026-09-23T09:30:00.326Z,0.0,0.0,0.0,762715,762009,754304,706,,
2026-09-30T09:30Z,,9,1,2026-09-23T09:30:09.836Z,2026-09-23T09:31:05.693Z,0.0,0.0,0.0,825290,824446,815360,844,,
2026-09-30T09:31Z,,8,1,2026-09-23T09:31:09.522Z,2026-09-23T09:32:03.026Z,0.0,0.0,0.0,785240,784548,776960,692,,
2026-09-30T09:32Z,,9,1,2026-09-23T09:32:06.354Z,2026-09-23T09:32:58.501Z,0.0,0.0,0.0,941424,940716,932864,708,,
2026-09-30T09:33Z,,9,1,2026-09-23T09:33:07.707Z,2026-09-23T09:34:04.295Z,0.0,0.0,0.0,1003958,1003125,994176,833,,
2026-09-30T09:34Z,,8,1,2026-09-23T09:34:09.295Z,2026-09-23T09:35:06.048Z,0.0,0.0,0.0,944000,943310,935808,690,,
2026-09-30T09:35Z,,8,1,2026-09-23T09:35:10.022Z,2026-09-23T09:36:01.933Z,0.0,0.0,0.0,992854,992168,984576,686,,
2026-09-30T09:36Z,,8,1,2026-09-23T09:36:06.197Z,2026-09-23T09:37:01.890Z,0.0,0.0,0.0,1041698,1041016,1033600,682,,
2026-09-30T09:37Z,,9,1,2026-09-23T09:37:06.117Z,2026-09-23T09:38:02.342Z,0.0,0.0,0.0,1229872,1229173,1221248,699,,
2026-09-30T09:38Z,,8,1,2026-09-23T09:38:11.942Z,2026-09-23T09:39:01.591Z,0.0,0.0,0.0,1145338,1144663,1137152,675,,
2026-09-30T09:39Z,,8,1,2026-09-23T09:39:11.618Z,2026-09-23T09:39:59.909Z,0.0,0.0,0.0,1194124,1193447,1185920,677,,
2026-09-30T09:40Z,,8,1,2026-09-23T09:40:10.594Z,2026-09-23T09:40:58.986Z,0.0,0.0,0.0,1242906,1242225,1234688,681,,
2026-09-30T09:41Z,,9,1,2026-09-23T09:41:09.166Z,2026-09-23T09:42:05.173Z,0.0,0.0,0.0,1456969,1456143,1447168,826,,
2026-09-30T09:42Z,,7,1,2026-09-23T09:42:09.102Z,2026-09-23T09:42:58.690Z,0.0,0.0,0.0,1175281,1174743,1168640,538,,
2026-09-30T09:43Z,,7,1,2026-09-23T09:43:11.356Z,2026-09-23T09:44:04.948Z,0.0,0.0,0.0,1213364,1212706,1205504,658,,
2026-09-30T09:44Z,,8,1,2026-09-23T09:44:09.303Z,2026-09-23T09:45:09.542Z,0.0,0.0,0.0,1432031,1431356,1423872,675,,
2026-09-30T09:45Z,,7,1,2026-09-23T09:45:13.520Z,2026-09-23T09:46:00.533Z,0.0,0.0,0.0,1292685,1292154,1286144,531,,
2026-09-30T09:46Z,,8,1,2026-09-23T09:46:10.267Z,2026-09-23T09:46:59.422Z,0.0,0.0,0.0,1523512,1522829,1515264,683,,
2026-09-30T09:47Z,,7,1,2026-09-23T09:47:09.792Z,2026-09-23T09:47:59.808Z,0.0,0.0,0.0,1373465,1372810,1365632,655,,
2026-09-30T09:48Z,,8,1,2026-09-23T09:48:04.302Z,2026-09-23T09:49:02.287Z,0.0,0.0,0.0,1615022,1614338,1606784,684,,
2026-09-30T09:49Z,,7,1,2026-09-23T09:49:06.733Z,2026-09-23T09:50:02.021Z,0.0,0.0,0.0,1452827,1452297,1446272,530,,
2026-09-30T09:50Z,,7,1,2026-09-23T09:50:12.520Z,2026-09-23T09:51:00.089Z,0.0,0.0,0.0,1490870,1490218,1483008,652,,
2026-09-30T09:51Z,,8,1,2026-09-23T09:51:05.605Z,2026-09-23T09:52:06.384Z,0.0,0.0,0.0,1749146,1748472,1741056,674,,
2026-09-30T09:52Z,,6,1,2026-09-23T09:52:10.959Z,2026-09-23T09:53:00.253Z,0.0,0.0,0.0,1343857,1343349,1337600,508,,
2026-09-30T09:53Z,,8,1,2026-09-23T09:53:06.890Z,2026-09-23T09:54:06.810Z,0.0,0.0,0.0,1834497,1833820,1826304,677,,
2026-09-30T09:54Z,,7,1,2026-09-23T09:54:12.463Z,2026-09-23T09:55:07.603Z,0.0,0.0,0.0,1644818,1644293,1638272,525,,
2026-09-30T09:55Z,,7,1,2026-09-23T09:55:17.130Z,2026-09-23T09:56:08.528Z,0.0,0.0,0.0,1682879,1682218,1675008,661,,
2026-09-30T09:56Z,,5,1,2026-09-23T09:56:14.511Z,2026-09-23T09:57:28.840Z,0.0,0.0,0.0,978222,977884,974080,338,,
2026-09-30T09:57Z,,5,1,2026-09-23T09:57:36.396Z,2026-09-23T09:58:02.089Z,0.0,0.0,0.0,157112,156548,151168,564,,
2026-09-30T09:58Z,,10,1,2026-09-23T09:58:05.982Z,2026-09-23T09:59:01.432Z,0.0,0.0,0.0,372339,371445,361856,894,,
2026-09-30T09:59Z,,10,1,2026-09-23T09:59:04.648Z,2026-09-23T10:00:01.777Z,0.0,0.0,0.0,450813,449899,440192,914,,
2026-09-30T10:00Z,,10,1,2026-09-23T10:00:05.272Z,2026-09-23T10:01:07.073Z,0.0,0.0,0.0,529185,528297,518784,888,,
2026-09-30T10:01Z,,9,1,2026-09-23T10:01:11.040Z,2026-09-23T10:01:59.573Z,0.0,0.0,0.0,542796,542081,534016,715,,
2026-09-30T10:02Z,,10,1,2026-09-23T10:02:07.748Z,2026-09-23T10:03:06.501Z,0.0,0.0,0.0,677754,676818,667136,936,,
2026-09-30T10:03Z,,10,1,2026-09-23T10:03:14.367Z,2026-09-23T10:04:02.327Z,0.0,0.0,0.0,756310,755452,745856,858,,
2026-09-30T10:04Z,,10,1,2026-09-23T10:04:10.780Z,2026-09-23T10:05:01.519Z,0.0,0.0,0.0,834383,833508,823936,875,,
2026-09-30T10:05Z,,10,1,2026-09-23T10:05:10.183Z,2026-09-23T10:05:59.239Z,0.0,0.0,0.0,912467,911599,902016,868,,
2026-09-30T10:06Z,,9,1,2026-09-23T10:06:09.355Z,2026-09-23T10:07:00.022Z,0.0,0.0,0.0,888287,887447,878336,840,,
2026-09-30T10:07Z,,10,1,2026-09-23T10:07:04.937Z,2026-09-23T10:08:02.007Z,0.0,0.0,0.0,1060722,1059863,1050368,859,,
2026-09-30T10:08Z,,10,1,2026-09-23T10:08:06.043Z,2026-09-23T10:09:06.374Z,0.0,0.0,0.0,1138697,1137833,1128192,864,,
2026-09-30T10:09Z,,8,1,2026-09-23T10:09:10.951Z,2026-09-23T10:10:00.915Z,0.0,0.0,0.0,967113,966426,958720,687,,
2026-09-30T10:10Z,,9,1,2026-09-23T10:10:04.483Z,2026-09-23T10:11:02.125Z,0.0,0.0,0.0,1147323,1146609,1138560,714,,
2026-09-30T10:11Z,,9,1,2026-09-23T10:11:13.246Z,2026-09-23T10:12:07.443Z,0.0,0.0,0.0,1211185,1210348,1201152,837,,
2026-09-30T10:12Z,,8,1,2026-09-23T10:12:10.997Z,2026-09-23T10:13:03.697Z,0.0,0.0,0.0,1129323,1128630,1121024,693,,
2026-09-30T10:13Z,,9,1,2026-09-23T10:13:07.395Z,2026-09-23T10:14:02.180Z,0.0,0.0,0.0,1329811,1329099,1321088,712,,
2026-09-30T10:14Z,,9,1,2026-09-23T10:14:11.779Z,2026-09-23T10:15:03.518Z,0.0,0.0,0.0,1393658,1392826,1383552,832,,
2026-09-30T10:15Z,,9,1,2026-09-23T10:15:07.733Z,2026-09-23T10:16:01.270Z,0.0,0.0,0.0,1456115,1455406,1447424,709,,
2026-09-30T10:16Z,,9,1,2026-09-23T10:16:10.163Z,2026-09-23T10:17:09.563Z,0.0,0.0,0.0,1519959,1519117,1509888,842,,
2026-09-30T10:17Z,,8,1,2026-09-23T10:17:13.357Z,2026-09-23T10:18:05.431Z,0.0,0.0,0.0,1403815,1403128,1395456,687,,
2026-09-30T10:18Z,,8,1,2026-09-23T10:18:09.548Z,2026-09-23T10:19:00.635Z,0.0,0.0,0.0,1453732,1453048,1445376,684,,
2026-09-30T10:19Z,,9,1,2026-09-23T10:19:05.542Z,2026-09-23T10:20:03.180Z,0.0,0.0,0.0,1694704,1693996,1685888,708,,
2026-09-30T10:20Z,,7,1,2026-09-23T10:20:11.809Z,2026-09-23T10:21:00.137Z,0.0,0.0,0.0,1362380,1361714,1354368,666,,
2026-09-30T10:21Z,,9,1,2026-09-23T10:21:04.887Z,2026-09-23T10:21:59.926Z,0.0,0.0,0.0,1806947,1806244,1798272,703,,
2026-09-30T10:22Z,,9,1,2026-09-23T10:22:08.929Z,2026-09-23T10:23:05.822Z,0.0,0.0,0.0,1870765,1869933,1860736,832,,
2026-09-30T10:23Z,,7,1,2026-09-23T10:23:14.476Z,2026-09-23T10:24:02.328Z,0.0,0.0,0.0,1498056,1497520,1491328,536,,
2026-09-30T10:24Z,,8,1,2026-09-23T10:24:11.791Z,2026-09-23T10:25:03.791Z,0.0,0.0,0.0,1759237,1758555,1750784,682,,
2026-09-30T10:25Z,,7,1,2026-09-23T10:25:13.616Z,2026-09-23T10:26:02.808Z,0.0,0.0,0.0,1580608,1579944,1572736,664,,
2026-09-30T10:26Z,,7,1,2026-09-23T10:26:09.424Z,2026-09-23T10:27:00.373Z,0.0,0.0,0.0,1618095,1617561,1611392,534,,
2026-09-30T10:27Z,,8,1,2026-09-23T10:27:10.419Z,2026-09-23T10:28:04.804Z,0.0,0.0,0.0,1896419,1895733,1888000,686,,
2026-09-30T10:28Z,,8,1,2026-09-23T10:28:14.566Z,2026-09-23T10:29:48.172Z,0.0,0.0,0.0,1700648,1699983,1692800,665,,
2026-09-30T10:29Z,,2,1,2026-09-23T10:29:57.688Z,2026-09-23T10:30:00.201Z,0.0,0.0,0.0,60331,60125,59648,206,,
2026-09-30T10:30Z,,11,1,2026-09-23T10:30:09.046Z,2026-09-23T10:31:01.892Z,0.0,0.0,0.0,388804,387679,376320,1125,,
2026-09-30T10:31Z,,11,1,2026-09-23T10:31:06.429Z,2026-09-23T10:32:02.847Z,0.0,0.0,0.0,483151,482221,472192,930,,
2026-09-30T10:32Z,,9,1,2026-09-23T10:32:14.838Z,2026-09-23T10:32:59.419Z,0.0,0.0,0.0,466544,465663,456576,881,,
2026-09-30T10:33Z,,11,1,2026-09-23T10:33:02.604Z,2026-09-23T10:33:59.775Z,0.0,0.0,0.0,655715,654786,644864,929,,
2026-09-30T10:34Z,,11,1,2026-09-23T10:34:07.232Z,2026-09-23T10:35:03.349Z,0.0,0.0,0.0,751280,750223,739200,1057,,
2026-09-30T10:35Z,,9,1,2026-09-23T10:35:06.194Z,2026-09-23T10:36:02.182Z,0.0,0.0,0.0,684562,683827,675712,735,,
2026-09-30T10:36Z,,9,1,2026-09-23T10:36:10.816Z,2026-09-23T10:37:03.722Z,0.0,0.0,0.0,748653,747790,738560,863,,
2026-09-30T10:37Z,,10,1,2026-09-23T10:37:06.876Z,2026-09-23T10:38:05.992Z,0.0,0.0,0.0,905727,904843,895232,884,,
2026-09-30T10:38Z,,8,1,2026-09-23T10:38:11.931Z,2026-09-23T10:39:07.335Z,0.0,0.0,0.0,780924,780214,772480,710,,
2026-09-30T10:39Z,,8,1,2026-09-23T10:39:12.848Z,2026-09-23T10:40:07.636Z,0.0,0.0,0.0,830999,830288,822656,711,,
2026-09-30T10:40Z,,9,1,2026-09-23T10:40:10.659Z,2026-09-23T10:41:02.547Z,0.0,0.0,0.0,994449,993707,985600,742,,
2026-09-30T10:41Z,,9,1,2026-09-23T10:41:11.769Z,2026-09-23T10:42:01.914Z,0.0,0.0,0.0,1058631,1057760,1048576,871,,
2026-09-30T10:42Z,,9,1,2026-09-23T10:42:07.847Z,2026-09-23T10:43:01.056Z,0.0,0.0,0.0,1121321,1120591,1112448,730,,
2026-09-30T10:43Z,,10,1,2026-09-23T10:43:09.171Z,2026-09-23T10:44:01.057Z,0.0,0.0,0.0,1320596,1319710,1310080,886,,
2026-09-30T10:44Z,,9,1,2026-09-23T10:44:12.981Z,2026-09-23T10:45:04.966Z,0.0,0.0,0.0,1255841,1254973,1245824,868,,
2026-09-30T10:45Z,,8,1,2026-09-23T10:45:09.352Z,2026-09-23T10:46:00.531Z,0.0,0.0,0.0,1169257,1168542,1160832,715,,
2026-09-30T10:46Z,,9,1,2026-09-23T10:46:05.606Z,2026-09-23T10:47:03.324Z,0.0,0.0,0.0,1374988,1374254,1366144,734,,
2026-09-30T10:47Z,,9,1,2026-09-23T10:47:13.400Z,2026-09-23T10:48:06.332Z,0.0,0.0,0.0,1439108,1438239,1428992,869,,
2026-09-30T10:48Z,,8,1,2026-09-23T10:48:10.348Z,2026-09-23T10:49:06.347Z,0.0,0.0,0.0,1332109,1331404,1323776,705,,
2026-09-30T10:49Z,,8,1,2026-09-23T10:49:11.594Z,2026-09-23T10:50:05.636Z,0.0,0.0,0.0,1382184,1381474,1373824,710,,
2026-09-30T10:50Z,,6,1,2026-09-23T10:50:15.550Z,2026-09-23T10:51:00.797Z,0.0,0.0,0.0,1069518,1068987,1063168,531,,
2026-09-30T10:51Z,,9,1,2026-09-23T10:51:05.128Z,2026-09-23T10:52:02.966Z,0.0,0.0,0.0,1656758,1656023,1647872,735,,
2026-09-30T10:52Z,,7,1,2026-09-23T10:52:12.920Z,2026-09-23T10:52:59.737Z,0.0,0.0,0.0,1333062,1332373,1325056,689,,
2026-09-30T10:53Z,,9,1,2026-09-23T10:53:04.604Z,2026-09-23T10:54:01.615Z,0.0,0.0,0.0,1769461,1768733,1760768,728,,
2026-09-30T10:54Z,,8,1,2026-09-23T10:54:13.630Z,2026-09-23T10:55:04.118Z,0.0,0.0,0.0,1626345,1625633,1617920,712,,
2026-09-30T10:55Z,,8,1,2026-09-23T10:55:13.411Z,2026-09-23T10:56:00.588Z,0.0,0.0,0.0,1676448,1675742,1668096,706,,
2026-09-30T10:56Z,,8,1,2026-09-23T10:56:10.084Z,2026-09-23T10:57:00.968Z,0.0,0.0,0.0,1726541,1725829,1718144,712,,
2026-09-30T10:57Z,,8,1,2026-09-23T10:57:10.094Z,2026-09-23T10:58:03.472Z,0.0,0.0,0.0,1776619,1775911,1768192,708,,
2026-09-30T10:58Z,,7,1,2026-09-23T10:58:14.294Z,2026-09-23T10:58:59.630Z,0.0,0.0,0.0,1595961,1595274,1588096,687,,
2026-09-30T10:59Z,,8,1,2026-09-23T10:59:05.324Z,2026-09-23T11:00:05.303Z,0.0,0.0,0.0,1870470,1869770,1862144,700,,
2026-09-30T11:00Z,,7,1,2026-09-23T11:00:09.941Z,2026-09-23T11:01:04.724Z,0.0,0.0,0.0,1677352,1676803,1670656,549,,
2026-09-30T11:01Z,,6,1,2026-09-23T11:01:18.044Z,2026-09-23T11:02:38.859Z,0.0,0.0,0.0,1222154,1221645,1216256,509,,
2026-09-30T11:02Z,,4,1,2026-09-23T11:02:48.098Z,2026-09-23T11:03:02.862Z,0.0,0.0,0.0,123846,123401,120960,445,,
2026-09-30T11:03Z,,10,1,2026-09-23T11:03:11.598Z,2026-09-23T11:04:01.067Z,0.0,0.0,0.0,363460,362578,353280,882,,
2026-09-30T11:04Z,,11,1,2026-09-23T11:04:08.458Z,2026-09-23T11:05:04.910Z,0.0,0.0,0.0,488583,487548,476288,1035,,
2026-09-30T11:05Z,,12,1,2026-09-23T11:05:07.794Z,2026-09-23T11:06:06.405Z,0.0,0.0,0.0,638110,637076,625920,1034,,
2026-09-30T11:06Z,,10,1,2026-09-23T11:06:09.625Z,2026-09-23T11:07:04.458Z,0.0,0.0,0.0,615750,614885,605440,865,,
2026-09-30T11:07Z,,10,1,2026-09-23T11:07:07.058Z,2026-09-23T11:08:01.542Z,0.0,0.0,0.0,692083,691229,681728,854,,
2026-09-30T11:08Z,,11,1,2026-09-23T11:08:04.659Z,2026-09-23T11:08:59.536Z,0.0,0.0,0.0,849058,848182,838528,876,,
2026-09-30T11:09Z,,10,1,2026-09-23T11:09:07.646Z,2026-09-23T11:09:59.615Z,0.0,0.0,0.0,852328,851470,841984,858,,
2026-09-30T11:10Z,,10,1,2026-09-23T11:10:08.653Z,2026-09-23T11:11:02.594Z,0.0,0.0,0.0,928638,927784,918400,854,,
2026-09-30T11:11Z,,9,1,2026-09-23T11:11:12.951Z,2026-09-23T11:12:03.381Z,0.0,0.0,0.0,901449,900602,891520,847,,
2026-09-30T11:12Z,,9,1,2026-09-23T11:12:06.414Z,2026-09-23T11:13:01.661Z,0.0,0.0,0.0,962601,961889,953984,712,,
2026-09-30T11:13Z,,9,1,2026-09-23T11:13:10.052Z,2026-09-23T11:13:59.946Z,0.0,0.0,0.0,1025146,1024312,1015168,834,,
2026-09-30T11:14Z,,10,1,2026-09-23T11:14:02.887Z,2026-09-23T11:15:02.591Z,0.0,0.0,0.0,1211158,1210305,1201024,853,,
2026-09-30T11:15Z,,10,1,2026-09-23T11:15:06.586Z,2026-09-23T11:16:05.962Z,0.0,0.0,0.0,1287470,1286609,1277056,861,,
