block_id,endpoint,tick,scheduled,start,end,outcome,secs
b2,L1,28,472279.580627,472279.670152,472279.712193,met,0.003368
b2,L2,19,472280.580235,472280.729500,472280.769119,met,0.001038
b2,L1,29,472281.580627,472281.669205,472281.764281,met,0.050118
b2,L1,30,472283.580627,472283.661965,472283.703476,met,0.001299
b2,L2,20,472283.580235,472283.690939,472283.731464,met,0.001473
b2,L1,31,472285.580627,472285.654437,472285.701035,met,0.006780
b2,L2,21,472286.580235,472286.662720,472286.702102,met,0.001133
b2,L1,32,472287.580627,472287.660585,472287.768200,met,0.062197
b2,L1,33,472289.580627,472289.717976,472289.763121,met,0.002213
b2,L2,22,472289.580235,472289.717702,472289.763285,met,0.001433
b2,L1,34,472291.580627,472291.719059,472291.780340,met,0.002679
b2,L2,23,472292.580235,472292.713913,472292.757922,met,0.001218
b2,L1,35,472293.580627,472293.704901,472293.787865,met,0.039584
b2,L2,24,472295.580235,472295.716319,472295.796800,met,0.024007
b2,L1,36,472295.580627,472295.700674,472295.796799,met,0.025591
b2,L1,37,472297.580627,472297.696664,472297.740676,met,0.002097
b2,L2,25,472298.580235,472298.732157,472298.772391,met,0.001328
b2,L1,38,472299.580627,472299.673220,472299.776515,met,0.053774
b2,L1,39,472301.580627,472301.653344,472301.701093,met,0.003159
b2,L2,26,472301.580235,472301.710494,472301.775810,met,0.015932
b2,L1,40,472303.580627,472303.671436,472303.714610,met,0.001385
b2,L2,27,472304.580235,472304.723893,472304.764387,met,0.000800
b2,L1,41,472305.580627,472305.655286,472306.240870,missed,0.515487
b2,L2,28,472307.580235,472307.652613,472307.696639,met,0.001113
b2,L1,42,472307.580627,472307.662699,472307.704376,met,0.001049
b2,L1,43,472309.580627,472309.653339,472309.694793,met,0.001473
b2,L2,29,472310.580235,472310.715902,472310.769574,met,0.001354
b2,L1,44,472311.580627,472311.719666,472311.819458,met,0.053751
b2,L1,45,472313.580627,472313.662406,472313.705013,met,0.003314
b2,L2,30,472313.580235,472313.675346,472313.716979,met,0.001141
b2,L1,46,472315.580627,472315.653416,472315.697905,met,0.001361
b2,L2,31,472316.580235,472316.662339,472316.703226,met,0.001085
b2,L1,47,472317.580627,472317.655386,472317.699066,met,0.003285
b2,L1,48,472319.580627,472319.653624,472319.704724,met,0.002164
b2,L2,32,472319.580235,472319.653840,472319.704803,met,0.002421
b2,L1,49,472321.580627,472321.712873,472321.816892,met,0.061388
b2,L2,33,472322.580235,472322.660057,472322.700910,met,0.001040
b2,L1,50,472323.580627,472323.665072,472323.706410,met,0.002062
b2,L1,51,472325.580627,472325.663604,472325.707730,met,0.003390
b2,L2,34,472325.580235,472325.675584,472325.716699,met,0.001105
b2,L1,52,472327.580627,472327.678330,472327.720448,met,0.001921
b2,L2,35,472328.580235,472328.705340,472328.747304,met,0.001152
b2,L1,53,472329.580627,472329.650960,472329.693003,met,0.003413
b2,L1,54,472331.580627,472331.642732,472331.688932,met,0.003414
b2,L2,36,472331.580235,472331.700526,472331.744863,met,0.001115
b2,L1,55,472333.580627,472333.702414,472333.744760,met,0.003252
b2,L2,37,472334.580235,472334.671200,472334.710248,met,0.001053
b2,L1,56,472335.580627,472335.654074,472335.696617,met,0.003137
b2,L1,57,472337.580627,472337.708954,472338.305298,missed,0.533274
b2,L2,38,472337.580235,472337.659314,472338.420493,met,0.712396
b2,L1,58,472339.580627,472339.721362,472339.760204,met,0.001049
b2,L2,39,472340.580235,472340.712690,472340.753992,met,0.001244
b2,L1,59,472341.580627,472341.713170,472341.756370,met,0.003260
b2,L2,40,472343.580235,472343.655031,472343.696165,met,0.001157
b2,L1,60,472343.580627,472343.692449,472343.736670,met,0.003343
b2,L1,61,472345.580627,472345.666756,472345.710661,met,0.003492
b2,L2,41,472346.580235,472346.707389,472346.750289,met,0.001172
b2,L1,62,472347.580627,472347.680900,472347.723243,met,0.003340
b2,L2,42,472349.580235,472349.656273,472349.698161,met,0.001463
b2,L1,63,472349.580627,472349.706807,472349.750665,met,0.003153
b2,L1,64,472351.580627,472351.655381,472351.696340,met,0.003213
b2,L2,43,472352.580235,472352.664010,472352.704442,met,0.001132
b2,L1,65,472353.580627,472353.652839,472353.696530,met,0.003454
b2,L2,44,472355.580235,472355.655589,472355.696209,met,0.001149
b2,L1,66,472355.580627,472355.691389,472355.733456,met,0.001414
b2,L1,67,472357.580627,472357.655475,472357.698248,met,0.003381
b2,L2,45,472358.580235,472358.689916,472358.728108,met,0.001140
b2,L1,68,472359.580627,472359.714027,472359.755577,met,0.002812
b2,L2,46,472361.580235,472361.647108,472361.689840,met,0.001429
b2,L1,69,472361.580627,472361.660479,472361.701475,met,0.001274
b2,L1,70,472363.580627,472363.661340,472363.704643,met,0.003570
b2,L2,47,472364.580235,472364.705454,472364.751223,met,0.001175
b2,L1,71,472365.580627,472365.655223,472365.696169,met,0.003307
b2,L1,72,472367.580627,472367.664549,472367.704746,met,0.001185
b2,L2,48,472367.580235,472367.661322,472367.704586,met,0.001179
b2,L1,73,472369.580627,472369.661098,472370.282781,missed,0.556058
b2,L2,49,472370.580235,472370.730781,472370.771538,met,0.000848
b2,L1,74,472371.580627,472371.712273,472371.768812,met,0.002347
b2,L2,50,472373.580235,472373.641266,472373.682713,met,0.000853
b2,L1,75,472373.580627,472373.702924,472373.743482,met,0.002553
