block_id,endpoint,tick,scheduled,start,end,outcome,secs
b2,L1,31,325091.505988,325091.570190,325091.611751,met,0.001366
b2,L2,21,325092.506044,325092.663796,325092.704938,met,0.000869
b2,L1,32,325093.505988,325093.578095,325093.623504,met,0.003265
b2,L2,22,325095.506044,325095.587706,325095.629236,met,0.000847
b2,L1,33,325095.505988,325095.706280,325095.755543,met,0.008958
b2,L1,34,325097.505988,325097.566871,325097.609198,met,0.001491
b2,L2,23,325098.506044,325098.609218,325098.653108,met,0.000837
b2,L1,35,325099.505988,325099.588352,325099.631722,met,0.003392
b2,L1,36,325101.505988,325101.618486,325101.662588,met,0.001869
b2,L2,24,325101.506044,325101.625595,325101.669710,met,0.000851
b2,L1,37,325103.505988,325103.575377,325103.618349,met,0.001323
b2,L2,25,325104.506044,325104.567013,325104.611389,met,0.001087
b2,L1,38,325105.505988,325105.574092,325105.621107,met,0.003250
b2,L1,39,325107.505988,325107.576936,325107.624265,met,0.001931
b2,L2,26,325107.506044,325107.603208,325107.648141,met,0.001021
b2,L1,40,325109.505988,325109.573074,325109.618402,met,0.001852
b2,L2,27,325110.506044,325110.576060,325110.617972,met,0.000867
b2,L1,41,325111.505988,325111.573751,325111.617537,met,0.001786
b2,L1,42,325113.505988,325113.570673,325114.278837,missed,0.650494
b2,L2,28,325113.506044,325113.705912,325114.529965,met,0.779375
b2,L1,43,325115.505988,325115.567339,325115.612770,met,0.003738
b2,L2,29,325116.506044,325116.599186,325116.640941,met,0.001534
b2,L1,44,325117.505988,325117.606767,325117.648412,met,0.001447
b2,L1,45,325119.505988,325119.618012,325120.309818,missed,0.636494
b2,L2,30,325119.506044,325119.573471,325120.614259,met,0.990835
b2,L1,46,325121.505988,325121.645702,325121.686818,met,0.001346
b2,L2,31,325122.506044,325122.577766,325122.748145,met,0.125410
b2,L1,47,325123.505988,325123.582801,325123.668640,met,0.045252
b2,L2,32,325125.506044,325125.582952,325125.631997,met,0.001101
b2,L1,48,325125.505988,325125.588388,325125.635486,met,0.001978
b2,L1,49,325127.505988,325127.572814,325127.638994,met,0.025472
b2,L2,33,325128.506044,325128.615145,325128.656599,met,0.001354
b2,L1,50,325129.505988,325129.589039,325129.640198,met,0.009567
b2,L2,34,325131.506044,325131.601700,325131.643043,met,0.000926
b2,L1,51,325131.505988,325131.667545,325131.711993,met,0.003317
b2,L1,52,325133.505988,325133.629348,325133.674227,met,0.003307
b2,L2,35,325134.506044,325134.567708,325134.610684,met,0.001531
b2,L1,53,325135.505988,325135.567387,325135.643338,met,0.032285
b2,L2,36,325137.506044,325137.620495,325137.664385,met,0.001276
b2,L1,54,325137.505988,325137.650054,325137.695049,met,0.003425
b2,L1,55,325139.505988,325139.645629,325139.691405,met,0.001810
b2,L2,37,325140.506044,325140.591143,325140.642773,met,0.007616
b2,L1,56,325141.505988,325141.614252,325141.714888,met,0.058347
b2,L1,57,325143.505988,325143.573901,325143.615758,met,0.001427
b2,L2,38,325143.506044,325143.600310,325143.658687,met,0.016340
b2,L1,58,325145.505988,325145.614776,325145.659130,met,0.002160
b2,L2,39,325146.506044,325146.567482,325146.611504,met,0.001551
b2,L1,59,325147.505988,325147.629652,325147.717509,met,0.049277
b2,L2,40,325149.506044,325149.619150,325149.667963,met,0.001828
b2,L1,60,325149.505988,325149.618989,325149.667904,met,0.001347
b2,L1,61,325151.505988,325151.599710,325151.843473,met,0.198250
b2,L2,41,325152.506044,325152.706996,325152.747245,met,0.001194
b2,L1,62,325153.505988,325153.574577,325153.615873,met,0.000933
b2,L1,63,325155.505988,325155.586273,325155.631833,met,0.003253
b2,L2,42,325155.506044,325155.634463,325155.678255,met,0.001411
b2,L1,64,325157.505988,325157.701277,325157.743119,met,0.001427
b2,L2,43,325158.506044,325158.657181,325158.702166,met,0.001197
b2,L1,65,325159.505988,325159.631165,325159.682396,met,0.004096
b2,L2,44,325161.506044,325161.583633,325161.625759,met,0.001329
b2,L1,66,325161.505988,325161.668161,325161.794891,met,0.085911
b2,L1,67,325163.505988,325163.572141,325163.615197,met,0.001393
b2,L2,45,325164.506044,325164.593198,325164.636430,met,0.001270
b2,L1,68,325165.505988,325165.588860,325165.633740,met,0.003587
b2,L1,69,325167.505988,325167.574195,325167.623790,met,0.003637
b2,L2,46,325167.506044,325167.591314,325167.634800,met,0.001209
b2,L1,70,325169.505988,325169.568905,325169.614606,met,0.001091
b2,L2,47,325170.506044,325170.584836,325170.628495,met,0.001701
b2,L1,71,325171.505988,325171.652272,325171.725319,met,0.028362
b2,L2,48,325173.506044,325173.571480,325173.619926,met,0.001312
b2,L1,72,325173.505988,325173.571412,325173.622284,met,0.004169
b2,L1,73,325175.505988,325175.696535,325175.738084,met,0.001552
b2,L2,49,325176.506044,325176.719507,325176.801527,met,0.038384
b2,L1,74,325177.505988,325177.651738,325178.361379,missed,0.649731
b2,L2,50,325179.506044,325179.589468,325179.639222,met,0.001384
b2,L1,75,325179.505988,325179.589514,325179.640515,met,0.004394
b2,L1,76,325181.505988,325181.606575,325181.649394,met,0.001385
b2,L2,51,325182.506044,325182.677732,325182.721596,met,0.001218
b2,L1,77,325183.505988,325183.618951,325183.663951,met,0.003811
b2,L2,52,325185.506044,325185.612367,325185.659341,met,0.001060
b2,L1,78,325185.505988,325185.654806,325185.703979,met,0.003938
b2,L1,79,325187.505988,325187.736526,325187.867182,met,0.002626
b2,L2,53,325188.506044,325188.651775,325189.395869,met,0.686263
b2,L1,80,325189.505988,325189.734708,325189.779891,met,0.001348
b2,L1,81,325191.505988,325191.684475,325191.742481,met,0.001017
b2,L2,54,325191.506044,325191.684397,325191.742461,met,0.001329
b2,L1,82,325193.505988,325193.674615,325193.718499,met,0.003254
