resets_at_utc,host_tokens_until_max,min_pct,max_pct,delta_pct,pct_per_100M_tokens
2026-09-30T09:27Z,714181,0.0,0.0,0.0,
2026-09-30T09:28Z,626345,0.0,0.0,0.0,
2026-09-30T09:29Z,762715,0.0,0.0,0.0,
2026-09-30T09:30Z,825290,0.0,0.0,0.0,
2026-09-30T09:31Z,785240,0.0,0.0,0.0,
2026-09-30T09:32Z,941424,0.0,0.0,0.0,
2026-09-30T09:33Z,1003958,0.0,0.0,0.0,
2026-09-30T09:34Z,944000,0.0,0.0,0.0,
2026-09-30T09:35Z,992854,0.0,0.0,0.0,
2026-09-30T09:36Z,1041698,0.0,0.0,0.0,
2026-09-30T09:37Z,1229872,0.0,0.0,0.0,
2026-09-30T09:38Z,1145338,0.0,0.0,0.0,
2026-09-30T09:39Z,1194124,0.0,0.0,0.0,
2026-09-30T09:40Z,1242906,0.0,0.0,0.0,
2026-09-30T09:41Z,1456969,0.0,0.0,0.0,
2026-09-30T09:42Z,1175281,0.0,0.0,0.0,
2026-09-30T09:43Z,1213364,0.0,0.0,0.0,
2026-09-30T09:44Z,1432031,0.0,0.0,0.0,
2026-09-30T09:45Z,1292685,0.0,0.0,0.0,
2026-09-30T09:46Z,1523512,0.0,0.0,0.0,
2026-09-30T09:47Z,1373465,0.0,0.0,0.0,
2026-09-30T09:48Z,1615022,0.0,0.0,0.0,
2026-09-30T09:49Z,1452827,0.0,0.0,0.0,
2026-09-30T09:50Z,1490870,0.0,0.0,0.0,
2026-09-30T09:51Z,1749146,0.0,0.0,0.0,
2026-09-30T09:52Z,1343857,0.0,0.0,0.0,
2026-09-30T09:53Z,1834497,0.0,0.0,0.0,
2026-09-30T09:54Z,1644818,0.0,0.0,0.0,
2026-09-30T09:55Z,1682879,0.0,0.0,0.0,
2026-09-30T09:56Z,978222,0.0,0.0,0.0,
2026-09-30T09:57Z,157112,0.0,0.0,0.0,
2026-09-30T09:58Z,372339,0.0,0.0,0.0,
2026-09-30T09:59Z,450813,0.0,0.0,0.0,
2026-09-30T10:00Z,529185,0.0,0.0,0.0,
2026-09-30T10:01Z,542796,0.0,0.0,0.0,
2026-09-30T10:02Z,677754,0.0,0.0,0.0,
2026-09-30T10:03Z,756310,0.0,0.0,0.0,
2026-09-30T10:04Z,834383,0.0,0.0,0.0,
2026-09-30T10:05Z,912467,0.0,0.0,0.0,
2026-09-30T10:06Z,888287,0.0,0.0,0.0,
2026-09-30T10:07Z,1060722,0.0,0.0,0.0,
2026-09-30T10:08Z,1138697,0.0,0.0,0.0,
2026-09-30T10:09Z,967113,0.0,0.0,0.0,
2026-09-30T10:10Z,1147323,0.0,0.0,0.0,
2026-09-30T10:11Z,1211185,0.0,0.0,0.0,
2026-09-30T10:12Z,1129323,0.0,0.0,0.0,
2026-09-30T10:13Z,1329811,0.0,0.0,0.0,
2026-09-30T10:14Z,1393658,0.0,0.0,0.0,
2026-09-30T10:15Z,1456115,0.0,0.0,0.0,
2026-09-30T10:16Z,1519959,0.0,0.0,0.0,
2026-09-30T10:17Z,1403815,0.0,0.0,0.0,
2026-09-30T10:18Z,1453732,0.0,0.0,0.0,
2026-09-30T10:19Z,1694704,0.0,0.0,0.0,
2026-09-30T10:20Z,1362380,0.0,0.0,0.0,
2026-09-30T10:21Z,1806947,0.0,0.0,0.0,
2026-09-30T10:22Z,1870765,0.0,0.0,0.0,
2026-09-30T10:23Z,1498056,0.0,0.0,0.0,
2026-09-30T10:24Z,1759237,0.0,0.0,0.0,
2026-09-30T10:25Z,1580608,0.0,0.0,0.0,
2026-09-30T10:26Z,1618095,0.0,0.0,0.0,
2026-09-30T10:27Z,1896419,0.0,0.0,0.0,
2026-09-30T10:28Z,1700648,0.0,0.0,0.0,
2026-09-30T10:29Z,60331,0.0,0.0,0.0,
2026-09-30T10:30Z,388804,0.0,0.0,0.0,
2026-09-30T10:31Z,483151,0.0,0.0,0.0,
2026-09-30T10:32Z,466544,0.0,0.0,0.0,
2026-09-30T10:33Z,655715,0.0,0.0,0.0,
2026-09-30T10:34Z,751280,0.0,0.0,0.0,
2026-09-30T10:35Z,684562,0.0,0.0,0.0,
2026-09-30T10:36Z,748653,0.0,0.0,0.0,
2026-09-30T10:37Z,905727,0.0,0.0,0.0,
2026-09-30T10:38Z,780924,0.0,0.0,0.0,
2026-09-30T10:39Z,830999,0.0,0.0,0.0,
2026-09-30T10:40Z,994449,0.0,0.0,0.0,
2026-09-30T10:41Z,1058631,0.0,0.0,0.0,
2026-09-30T10:42Z,1121321,0.0,0.0,0.0,
2026-09-30T10:43Z,1320596,0.0,0.0,0.0,
2026-09-30T10:44Z,1255841,0.0,0.0,0.0,
2026-09-30T10:45Z,1169257,0.0,0.0,0.0,
2026-09-30T10:46Z,1374988,0.0,0.0,0.0,
2026-09-30T10:47Z,1439108,0.0,0.0,0.0,
2026-09-30T10:48Z,1332109,0.0,0.0,0.0,
2026-09-30T10:49Z,1382184,0.0,0.0,0.0,
2026-09-30T10:50Z,1069518,0.0,0.0,0.0,
